[+]	#1
[!#1][CH2][CH]([NH]C(=O)[CH2]O[!#1])C(=O)O[CH3]	#
[!#1][CH2][CH]([NH]C(=O)[CH3])C(=O)[OH]	#
[!#1][CH2][CH]([NH]C(=O)[CH3])C(=O)O[CH2][CH3]	#
[!#1][CH2][CH]([NH]C(=O)OC([CH3])([CH3])[CH3])C(=O)O[!#1]	#
[!#1][CH2][CH]([NH]S(=O)(=O)[!#1])C(=O)[OH]	#
[!#1][CH2][CH]([NH]S(=O)(=O)[!#1])C(=O)O[CH3]	#
[!#1][CH2][CH]([NH2])C(=O)[OH]	#
[!#1][CH2][CH]([OH])[CH2][!#1]	#
[!#1][CH2][CH]([OH])[CH2][NH][!#1]	#
[!#1][CH2][CH]([OH])[CH2][OH]	#
[!#1][CH2][CH]([OH])[CH2]Br	#
[!#1][CH2][CH]([OH])[CH2]Cl	#
[!#1][CH2][CH]([OH])[CH2]N([!#1])[!#1]	#
[!#1][CH2][CH]([OH])[CH2]N([!#1])[CH3]	#
[!#1][CH2][CH]([OH])[CH2]N([CH2][CH2][OH])[CH2][CH2][OH]	#
[!#1][CH2][CH]([OH])[CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1][CH2][CH]([OH])[CH2]N([CH3])[CH3]	#
[!#1][CH2][CH]([OH])[CH2]O[!#1]	#
[!#1][CH2][CH](O[CH3])O[CH3]	#
[!#1][CH2][CH]=[CH][!#1]	#
[!#1][CH2][CH]=[CH2]	#
[!#1][CH2][CH]1[CH2]OC2([CH2][CH2][CH2][CH2][CH2]2)O1	#
[!#1][CH2][CH2][!#1]	#
[!#1][CH2][CH2][CH]([CH3])[CH3]	#
[!#1][CH2][CH2][CH]=C([CH3])[CH3]	#
[!#1][CH2][CH2][CH2][!#1]	#
[!#1][CH2][CH2][CH2][CH]([CH2]O[!#1])O[!#1]	#
[!#1][CH2][CH2][CH2][CH2][!#1]	#
[!#1][CH2][CH2][CH2][CH2][CH2][!#1]	#
[!#1][CH2][CH2][CH2][CH2][CH2][CH2][!#1]	#
[!#1][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH3]	#
[!#1][CH2][CH2][CH2][CH2][CH2][CH3]	#
[!#1][CH2][CH2][CH2][CH2][CH2]C(=O)[NH][!#1]	#
[!#1][CH2][CH2][CH2][CH2][CH2]C(=O)[OH]	#
[!#1][CH2][CH2][CH2][CH2][CH2]C(=O)N([!#1])[CH2][!#1]	#
[!#1][CH2][CH2][CH2][CH2][CH3]	#
[!#1][CH2][CH2][CH2][CH2][NH]C(=O)[!#1]	#
[!#1][CH2][CH2][CH2][CH2][NH]C(=S)[NH][CH3]	#
[!#1][CH2][CH2][CH2][CH2][OH]	#
[!#1][CH2][CH2][CH2][CH2]C(=O)[OH]	#
[!#1][CH2][CH2][CH2][CH2]C(=O)O[CH3]	#
[!#1][CH2][CH2][CH2][CH2]N([!#1])C(=O)[!#1]	#
[!#1][CH2][CH2][CH2][CH2]S[!#1]	#
[!#1][CH2][CH2][CH2][CH3]	#
[!#1][CH2][CH2][CH2][NH][!#1]	#
[!#1][CH2][CH2][CH2][NH]C(=O)[!#1]	#
[!#1][CH2][CH2][CH2][NH]S(=O)(=O)[!#1]	#
[!#1][CH2][CH2][CH2][NH2]	#
[!#1][CH2][CH2][CH2][OH]	#
[!#1][CH2][CH2][CH2]C(=O)[!#1]	#
[!#1][CH2][CH2][CH2]C(=O)[NH][!#1]	#
[!#1][CH2][CH2][CH2]C(=O)[OH]	#
[!#1][CH2][CH2][CH2]C(=O)O[CH3]	#
[!#1][CH2][CH2][CH2]Cl	#
[!#1][CH2][CH2][CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1][CH2][CH2][CH2]N([CH3])[CH3]	#
[!#1][CH2][CH2][CH2]O[!#1]	#
[!#1][CH2][CH2][CH2]OC(=O)[!#1]	#
[!#1][CH2][CH2][CH2]OC(=O)C([!#1])([!#1])[OH]	#
[!#1][CH2][CH2][CH2]OC(=O)C([CH3])([CH3])[CH3]	#
[!#1][CH2][CH2][CH2]S(=O)(=O)[OH]	#
[!#1][CH2][CH2][CH2]S(=O)(=O)O[Na]	#
[!#1][CH2][CH2][CH2]S[!#1]	#
[!#1][CH2][CH2][CH3]	#
[!#1][CH2][CH2][NH][!#1]	#
[!#1][CH2][CH2][NH][CH2]C(=O)[NH][!#1]	#
[!#1][CH2][CH2][NH]C([!#1])([!#1])[!#1]	#
[!#1][CH2][CH2][NH]C(=C1C(=O)O[CH](C1=O)c2[cH][cH][cH][cH][cH]2)[CH3]	#
[!#1][CH2][CH2][NH]C(=O)[!#1]	#
[!#1][CH2][CH2][NH]C(=O)[CH]([!#1])[CH3]	#
[!#1][CH2][CH2][NH]C(=O)[CH]=[CH][!#1]	#
[!#1][CH2][CH2][NH]C(=O)[CH2][!#1]	#
[!#1][CH2][CH2][NH]C(=O)[CH2][CH2][!#1]	#
[!#1][CH2][CH2][NH]C(=O)[CH2]O[!#1]	#
[!#1][CH2][CH2][NH]C(=O)[CH3]	#
[!#1][CH2][CH2][NH]C(=O)[NH][!#1]	#
[!#1][CH2][CH2][NH]C(=O)O[CH2][CH2]Cl	#
[!#1][CH2][CH2][NH]S(=O)(=O)[!#1]	#
[!#1][CH2][CH2][NH2]	#
[!#1][CH2][CH2][OH]	#
[!#1][CH2][CH2]C#N	#
[!#1][CH2][CH2]C(=N[OH])[!#1]	#
[!#1][CH2][CH2]C(=O)[!#1]	#
[!#1][CH2][CH2]C(=O)[CH3]	#
[!#1][CH2][CH2]C(=O)[NH][!#1]	#
[!#1][CH2][CH2]C(=O)[NH][NH]C(=O)[!#1]	#
[!#1][CH2][CH2]C(=O)[NH][NH]S(=O)(=O)[!#1]	#
[!#1][CH2][CH2]C(=O)[NH][NH2]	#
[!#1][CH2][CH2]C(=O)[NH]N=[CH][!#1]	#
[!#1][CH2][CH2]C(=O)[NH2]	#
[!#1][CH2][CH2]C(=O)[OH]	#
[!#1][CH2][CH2]C(=O)O[!#1]	#
[!#1][CH2][CH2]C(=O)O[CH2][CH3]	#
[!#1][CH2][CH2]C(=O)O[CH3]	#
[!#1][CH2][CH2]c1[cH][cH][cH][cH][cH]1	#
[!#1][CH2][CH2]c1[cH][cH]c(O[!#1])c(O[!#1])[cH]1	#
[!#1][CH2][CH2]c1c(nc2[cH][cH][cH][cH]c2c1[NH][!#1])N([!#1])[CH2]c3[cH][cH][cH][cH][cH]3	#
[!#1][CH2][CH2]c1c(nc2[cH][cH][cH][cH]c2c1[NH][!#1])N([!#1])[CH3]	#
[!#1][CH2][CH2]N([!#1])[CH]1[CH2][CH2][CH2]c2c1n([!#1])c3[cH][cH]c([CH3])[cH]c23	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2][NH][!#1]	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])[CH2][CH]([!#1])[!#1]	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])[CH2][CH]([OH])[CH2]O[!#1]	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])[CH2]C(=O)[!#1]	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])[CH2]c1[cH][cH][cH][cH][cH]1	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])[CH2]c1[cH][cH]c2O[CH2]Oc2[cH]1	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])[CH3]	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])c1[cH][cH][cH][cH][cH]1	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])c1[cH][cH][cH][cH]c1O[!#1]	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])c1[cH][cH][cH][cH]n1	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])c1[cH][cH]c([!#1])[cH][cH]1	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])c1[cH][cH]c(F)[cH][cH]1	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]N([!#1])c1n[cH][cH][cH]n1	#
[!#1][CH2][CH2]N([!#1])[CH2][CH2]O[!#1]	#
[!#1][CH2][CH2]N([!#1])[CH2][CH3]	#
[!#1][CH2][CH2]N([!#1])[CH3]	#
[!#1][CH2][CH2]N([!#1])[NH2]	#
[!#1][CH2][CH2]N([!#1])c1[cH][cH][cH][cH][cH]1	#
[!#1][CH2][CH2]N([CH2][!#1])[CH2][!#1]	#
[!#1][CH2][CH2]N([CH2][CH2]O[!#1])C(=O)[!#1]	#
[!#1][CH2][CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1][CH2][CH2]N([CH3])[CH2]C(=O)[NH][!#1]	#
[!#1][CH2][CH2]N([CH3])[CH3]	#
[!#1][CH2][CH2]N=[CH][!#1]	#
[!#1][CH2][CH2]O[!#1]	#
[!#1][CH2][CH2]O[CH2][CH]([OH])[CH2][!#1]	#
[!#1][CH2][CH2]O[CH2][CH]([OH])[CH2][NH2]	#
[!#1][CH2][CH2]OC(=O)[!#1]	#
[!#1][CH2][CH2]OC(=O)[CH2][CH2]C(=O)[NH][!#1]	#
[!#1][CH2][CH2]OC(=O)[CH3]	#
[!#1][CH2][CH2]OC(=O)[NH][CH]([!#1])C(Cl)(Cl)Cl	#
[!#1][CH2][CH2]OC(=O)[NH][CH]([NH][!#1])C(Cl)(Cl)Cl	#
[!#1][CH2][CH2]P(=O)([!#1])[CH2][CH3]	#
[!#1][CH2][CH2]S(=O)(=O)[!#1]	#
[!#1][CH2][CH2]S(=O)(=O)[CH2][CH2][!#1]	#
[!#1][CH2][CH2]S(=O)(=O)[CH2][CH2]C(=O)[NH2]	#
[!#1][CH2][CH2]S(=O)(=O)O[!#1]	#
[!#1][CH2][CH2]S(=O)[!#1]	#
[!#1][CH2][CH2]S[!#1]	#
[!#1][CH2][CH2]S[CH2][!#1]	#
[!#1][CH2][CH2]S[CH2][CH2][!#1]	#
[!#1][CH2][CH2]S[CH2][CH2]S[CH2][CH2][!#1]	#
[!#1][CH2][CH2]S[CH2]C(=O)[OH]	#
[!#1][CH2][CH2]SC(=[NH])[NH2]	#
[!#1][CH2][CH2]SC(=O)[CH3]	#
[!#1][CH2][CH2]SC(=S)[!#1]	#
[!#1][CH2][CH3]	#
[!#1][CH2][NH][!#1]	#
[!#1][CH2][NH][CH]([CH2][!#1])C(=O)[OH]	#
[!#1][CH2][NH][CH]([CH3])[CH2][CH3]	#
[!#1][CH2][NH][CH]([CH3])[CH3]	#
[!#1][CH2][NH][CH]([NH]C(=O)[!#1])C(Br)(Br)Br	#
[!#1][CH2][NH][CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl	#
[!#1][CH2][NH][CH]=C1C(=O)[CH2][NH]C1=O	#
[!#1][CH2][NH][CH]=C1C(=O)[NH]C(=O)[NH]C1=O	#
[!#1][CH2][NH][CH]=C1C(=O)[NH]C(=O)N([!#1])C1=O	#
[!#1][CH2][NH][CH2][!#1]	#
[!#1][CH2][NH]C([CH3])([CH3])[CH3]	#
[!#1][CH2][NH]C(=[NH])[NH]C(=[NH])[NH2]	#
[!#1][CH2][NH]C(=N[OH])[!#1]	#
[!#1][CH2][NH]C(=O)[!#1]	#
[!#1][CH2][NH]C(=O)[CH]([!#1])[CH2][!#1]	#
[!#1][CH2][NH]C(=O)[CH]=[CH]C(=O)[OH]	#
[!#1][CH2][NH]C(=O)[CH2][!#1]	#
[!#1][CH2][NH]C(=O)[CH2][CH2]C(=O)[OH]	#
[!#1][CH2][NH]C(=O)[CH2]Cl	#
[!#1][CH2][NH]C(=O)[CH2]O[!#1]	#
[!#1][CH2][NH]C(=O)[CH3]	#
[!#1][CH2][NH]C(=O)[NH][!#1]	#
[!#1][CH2][NH]C(=O)C(=[CH][!#1])[NH]C(=O)[!#1]	#
[!#1][CH2][NH]C(=S)[NH][!#1]	#
[!#1][CH2][NH]C(=S)[NH]C(=O)[!#1]	#
[!#1][CH2][NH]S(=O)(=O)[!#1]	#
[!#1][CH2][NH2]	#
[!#1][CH2][OH]	#
[!#1][CH2]Br	#
[!#1][CH2]C#C[!#1]	#
[!#1][CH2]C([CH3])([CH3])[CH3]	#
[!#1][CH2]C(=[CH2])[CH3]	#
[!#1][CH2]C(=N[NH][!#1])[CH3]	#
[!#1][CH2]C(=N[NH]C(=O)[!#1])[CH3]	#
[!#1][CH2]C(=N[NH]C(=O)[!#1])C(=O)[OH]	#
[!#1][CH2]C(=N[NH]C(=O)[CH2]O[!#1])[CH3]	#
[!#1][CH2]C(=N[OH])[!#1]	#
[!#1][CH2]C(=O)[!#1]	#
[!#1][CH2]C(=O)[CH3]	#
[!#1][CH2]C(=O)[NH][!#1]	#
[!#1][CH2]C(=O)[NH][CH]([!#1])[CH3]	#
[!#1][CH2]C(=O)[NH][CH]([!#1])C(=O)[NH][!#1]	#
[!#1][CH2]C(=O)[NH][CH]([!#1])C(Cl)(Cl)Cl	#
[!#1][CH2]C(=O)[NH][CH]([NH][!#1])C(Cl)(Cl)Cl	#
[!#1][CH2]C(=O)[NH][CH]([NH]C(=S)[NH][!#1])C(Cl)(Cl)Cl	#
[!#1][CH2]C(=O)[NH][CH](S[!#1])C(Cl)(Cl)Cl	#
[!#1][CH2]C(=O)[NH][CH2][CH2][OH]	#
[!#1][CH2]C(=O)[NH][CH2][CH2]S(=O)(=O)[OH]	#
[!#1][CH2]C(=O)[NH][NH][!#1]	#
[!#1][CH2]C(=O)[NH][NH]C(=O)[!#1]	#
[!#1][CH2]C(=O)[NH][NH2]	#
[!#1][CH2]C(=O)[NH][OH]	#
[!#1][CH2]C(=O)[NH]N([!#1])[CH3]	#
[!#1][CH2]C(=O)[NH]N=[CH][!#1]	#
[!#1][CH2]C(=O)[NH]N=[CH][CH]([!#1])[!#1]	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH][cH]1	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[N+](=O)[O-]	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[OH]	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1Br	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1Cl	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH]c(I)[cH]1	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH]o1	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH]s1	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([OH])[cH]c1[OH]	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(Br)[cH][cH]1	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][cH]c2O[CH2]Oc2[cH]1	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH][nH]c2[cH][cH][cH][cH]c12	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH]c(N=Nc2[cH][cH][cH][cH][cH]2)[cH][cH]c1[OH]	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH]c2[cH][cH][cH][cH]c2nc1Cl	#
[!#1][CH2]C(=O)[NH]N=[CH]c1[cH]c2O[CH2]Oc2[cH]c1[N+](=O)[O-]	#
[!#1][CH2]C(=O)[NH]N=[CH]c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1][CH2]C(=O)[NH]N=[CH]c1c(Cl)[cH][cH][cH]c1Cl	#
[!#1][CH2]C(=O)[NH]N=C([!#1])[CH3]	#
[!#1][CH2]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Br)[cH][cH]1	#
[!#1][CH2]C(=O)[NH]N=C1[CH2][CH2][CH2]c2c1non2=O	#
[!#1][CH2]C(=O)[NH]S(=O)(=O)[!#1]	#
[!#1][CH2]C(=O)[NH2]	#
[!#1][CH2]C(=O)[OH]	#
[!#1][CH2]C(=O)C([CH3])([CH3])[CH3]	#
[!#1][CH2]C(=O)c1[cH][cH][cH][cH][cH]1	#
[!#1][CH2]C(=O)c1[cH][cH]c([!#1])[cH][cH]1	#
[!#1][CH2]C(=O)c1[cH][cH]c([CH3])[cH][cH]1	#
[!#1][CH2]C(=O)c1[cH][cH]c(Cl)c(Cl)[cH]1	#
[!#1][CH2]C(=O)N([!#1])[CH3]	#
[!#1][CH2]C(=O)N([CH3])[CH]([!#1])C(=O)[NH][!#1]	#
[!#1][CH2]C(=O)N=[CH][NH][NH][!#1]	#
[!#1][CH2]C(=O)O[!#1]	#
[!#1][CH2]C(=O)O[CH2][CH2][CH2][CH3]	#
[!#1][CH2]C(=O)O[CH2][CH2][NH]C(=O)[!#1]	#
[!#1][CH2]C(=O)O[CH2][CH3]	#
[!#1][CH2]C(=O)O[CH2]C(=O)[!#1]	#
[!#1][CH2]C(=O)O[CH3]	#
[!#1][CH2]C(=O)O[Na]	#
[!#1][CH2]C(=S)[!#1]	#
[!#1][CH2]C1([CH2][CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2]1)[CH2]3	#
[!#1][CH2]c1[cH][cH][cH][cH][cH]1	#
[!#1][CH2]c1[cH][cH][cH][cH]c1Br	#
[!#1][CH2]c1[cH][cH][cH][cH]c1C(F)(F)F	#
[!#1][CH2]c1[cH][cH][cH][cH]c1Cl	#
[!#1][CH2]c1[cH][cH][cH][cH]c1F	#
[!#1][CH2]c1[cH][cH][cH]c([CH3])[cH]1	#
[!#1][CH2]c1[cH][cH][cH]c([OH])[cH]1	#
[!#1][CH2]c1[cH][cH][cH]c(Br)[cH]1	#
[!#1][CH2]c1[cH][cH][cH]c(Cl)[cH]1	#
[!#1][CH2]c1[cH][cH][cH]c(Cl)c1Cl	#
[!#1][CH2]c1[cH][cH][cH]c(F)[cH]1	#
[!#1][CH2]c1[cH][cH][cH]c(O[!#1])[cH]1	#
[!#1][CH2]c1[cH][cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1][CH2]c1[cH][cH][cH]n[cH]1	#
[!#1][CH2]c1[cH][cH][cH]o1	#
[!#1][CH2]c1[cH][cH][cH]s1	#
[!#1][CH2]c1[cH][cH]c([!#1])[cH][cH]1	#
[!#1][CH2]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1][CH2]c1[cH][cH]c([cH][cH]1)C(F)(F)F	#
[!#1][CH2]c1[cH][cH]c([CH3])[cH][cH]1	#
[!#1][CH2]c1[cH][cH]c(Br)[cH][cH]1	#
[!#1][CH2]c1[cH][cH]c(Br)s1	#
[!#1][CH2]c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1][CH2]c1[cH][cH]c(Cl)[cH]c1Cl	#
[!#1][CH2]c1[cH][cH]c(F)[cH][cH]1	#
[!#1][CH2]c1[cH][cH]c(F)[cH]c1F	#
[!#1][CH2]c1[cH][cH]c(O[!#1])[cH][cH]1	#
[!#1][CH2]c1[cH][cH]c(O[!#1])c(O[!#1])[cH]1	#
[!#1][CH2]c1[cH][cH]c(S[CH3])[cH][cH]1	#
[!#1][CH2]c1[cH][cH]c2[cH][cH][cH][cH]c2[cH]1	#
[!#1][CH2]c1[cH][cH]c2O[CH2]Oc2[cH]1	#
[!#1][CH2]c1[cH][cH]o[cH]1	#
[!#1][CH2]c1[cH][cH]s[cH]1	#
[!#1][CH2]c1[cH][nH]c2[cH][cH][cH][cH]c12	#
[!#1][CH2]c1[cH]c([CH2][!#1])c([OH])c([!#1])n1	#
[!#1][CH2]c1c([!#1])[cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1][CH2]c1c([NH][!#1])sc2[CH2][CH2][CH2][CH2]c12	#
[!#1][CH2]c1nc2[cH][cH][cH][cH]c2[nH]1	#
[!#1][CH2]Cl	#
[!#1][CH2]N([!#1])[CH2][!#1]	#
[!#1][CH2]N([!#1])[CH2][CH2][OH]	#
[!#1][CH2]N([!#1])[CH2][CH3]	#
[!#1][CH2]N([!#1])[CH3]	#
[!#1][CH2]N([!#1])[NH]C(=O)[CH2][!#1]	#
[!#1][CH2]N([!#1])C(=O)[!#1]	#
[!#1][CH2]N([!#1])C(=O)[CH2][CH2]C(=O)[!#1]	#
[!#1][CH2]N([!#1])C(=O)[CH2]O[!#1]	#
[!#1][CH2]N([!#1])C(=O)[CH3]	#
[!#1][CH2]N([!#1])C(=O)c1[cH][cH][cH][cH]c1C(=O)[!#1]	#
[!#1][CH2]N([!#1])C(=O)c1[cH]c([cH][cH]c1C(=O)[!#1])[N+](=O)[O-]	#
[!#1][CH2]N([!#1])C(=O)c1[cH]c(Br)[cH][cH]c1C(=O)[!#1]	#
[!#1][CH2]N([!#1])c1[cH][cH][cH][cH]c1C(=O)C(=O)[!#1]	#
[!#1][CH2]N([!#1])N=[CH][!#1]	#
[!#1][CH2]N([!#1])S(=O)(=O)[NH]C(=O)[NH][!#1]	#
[!#1][CH2]N([CH2][!#1])[CH2][!#1]	#
[!#1][CH2]N([CH2][!#1])C(=O)[!#1]	#
[!#1][CH2]N([CH2][!#1])C(=O)[NH][!#1]	#
[!#1][CH2]N([CH2][!#1])S(=O)(=O)[!#1]	#
[!#1][CH2]N([CH2][CH]([OH])[CH2]O[!#1])C([CH3])([CH3])[CH3]	#
[!#1][CH2]N([CH2][CH]=[CH2])[CH2][CH]=[CH2]	#
[!#1][CH2]N([CH2][CH2][OH])[CH2][CH2][OH]	#
[!#1][CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1][CH2]N([CH2]C(=O)[OH])[CH2]C(=O)[OH]	#
[!#1][CH2]N([CH3])[CH3]	#
[!#1][CH2]N([CH3])C(=O)[!#1]	#
[!#1][CH2]N([CH3])S(=O)(=O)[!#1]	#
[!#1][CH2]N([OH])[CH2][!#1]	#
[!#1][CH2]N(C([CH3])([CH3])[CH3])S(=O)(=O)[!#1]	#
[!#1][CH2]N(C(=O)[!#1])C([CH3])([CH3])[CH3]	#
[!#1][CH2]N(C(=O)[CH2][CH2]C(=O)[OH])C([CH3])([CH3])[CH3]	#
[!#1][CH2]N=[CH][!#1]	#
[!#1][CH2]N=c1[cH][cH]n([!#1])[cH][cH]1	#
[!#1][CH2]N1[CH2][CH2][CH]([!#1])[CH2][CH2]1	#
[!#1][CH2]N1[CH2][CH2][CH2][CH2][CH2]1	#
[!#1][CH2]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH][cH][cH][cH]2	#
[!#1][CH2]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH][cH][cH]n2	#
[!#1][CH2]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH]c(Cl)[cH][cH]2	#
[!#1][CH2]N1[CH2][CH2]N([CH2][CH2]1)c2[cH][cH]c(F)[cH][cH]2	#
[!#1][CH2]N1[CH2][CH2]O[CH2][CH2]1	#
[!#1][CH2]N1C(=O)c2[cH][cH][cH][cH]c2C1=O	#
[!#1][CH2]n1nnc2[cH][cH][cH][cH]c12	#
[!#1][CH2]O[!#1]	#
[!#1][CH2]O[CH2][!#1]	#
[!#1][CH2]O[CH2][CH]([OH])[CH2][!#1]	#
[!#1][CH2]O[CH2][CH]([OH])[CH2][NH][CH]([CH3])[CH3]	#
[!#1][CH2]O[CH2][CH3]	#
[!#1][CH2]O[CH3]	#
[!#1][CH2]OC([!#1])([!#1])[!#1]	#
[!#1][CH2]OC(=O)[!#1]	#
[!#1][CH2]OC(=O)[CH]([CH]([!#1])S[CH2][!#1])[N+](=O)[O-]	#
[!#1][CH2]OC(=O)[CH2][CH2]C(=O)[OH]	#
[!#1][CH2]OC(=O)[CH2][CH3]	#
[!#1][CH2]OC(=O)[CH3]	#
[!#1][CH2]OC(=O)[NH][!#1]	#
[!#1][CH2]OC(=O)[NH][CH]([NH]C(=S)[NH][!#1])C(Cl)(Cl)Cl	#
[!#1][CH2]OP(=S)(O[CH2][CH3])O[CH2][CH3]	#
[!#1][CH2]OS(=O)(=O)[!#1]	#
[!#1][CH2]S(=O)(=O)[!#1]	#
[!#1][CH2]S(=O)(=O)[NH][!#1]	#
[!#1][CH2]S[!#1]	#
[!#1][CH2]S[CH2]C(=O)[NH]N=[CH][!#1]	#
[!#1][CH2]S[CH2]S[CH2][!#1]	#
[!#1][CH2]SC(=[NH])[NH2]	#
[!#1][CH3]	#
[!#1][N]([CH3])([CH3])[CH3]	#
[!#1][N+]([CH3])([CH3])[CH3]	#
[!#1][N+](=O)[O-]	#
[!#1][n+]1[cH][cH][cH][cH][cH]1	#
[!#1][n+]1[cH][cH]c2[cH][cH][cH][cH]c2[cH]1	#
[!#1][n+]1c([CH3])sc2[cH][cH]c(O[CH3])[cH]c12	#
[!#1][NH](=O)[OH]	#
[!#1][NH][!#1]	#
[!#1][NH][CH]([!#1])[!#1]	#
[!#1][NH][CH]([!#1])[CH]([CH3])[CH3]	#
[!#1][NH][CH]([!#1])[CH2][CH]([!#1])[CH3]	#
[!#1][NH][CH]([!#1])[CH2][CH2][CH3]	#
[!#1][NH][CH]([!#1])[CH2]C(=O)[!#1]	#
[!#1][NH][CH]([!#1])[CH3]	#
[!#1][NH][CH]([!#1])C(Br)(Br)Br	#
[!#1][NH][CH]([!#1])C(Cl)(Cl)Cl	#
[!#1][NH][CH]([!#1])P(=O)(O[CH]([CH3])[CH3])O[CH]([CH3])[CH3]	#
[!#1][NH][CH]([!#1])P(=O)(O[CH2][CH3])O[CH2][CH3]	#
[!#1][NH][CH]([!#1])P(=O)(O[CH3])O[CH3]	#
[!#1][NH][CH]([CH]([CH3])[CH3])C(=O)[OH]	#
[!#1][NH][CH]([CH2][CH]([CH3])[CH3])C(=O)[!#1]	#
[!#1][NH][CH]([CH2][CH]([CH3])[CH3])C(=O)[OH]	#
[!#1][NH][CH]([CH2][CH2][OH])C(=O)[NH][!#1]	#
[!#1][NH][CH]([CH2][CH2]S[CH3])C(=O)[OH]	#
[!#1][NH][CH]([CH2][CH3])C(=O)[OH]	#
[!#1][NH][CH]([CH2]C([!#1])([CH3])[CH3])[CH2]C([CH3])([CH3])[NH][!#1]	#
[!#1][NH][CH]([CH2]C(=O)[OH])c1[cH][cH][cH][cH][cH]1	#
[!#1][NH][CH]([CH2]c1[cH][cH][cH][cH][cH]1)C(=O)[!#1]	#
[!#1][NH][CH]([CH2]c1[cH][cH][cH][cH][cH]1)C(=O)[OH]	#
[!#1][NH][CH]([CH2]c1[cH][cH]c([OH])[cH][cH]1)C(=O)[!#1]	#
[!#1][NH][CH]([CH2]c1[cH][nH]c2[cH][cH][cH][cH]c12)C(=O)[!#1]	#
[!#1][NH][CH]([CH2]c1[cH][nH]c2[cH][cH][cH][cH]c12)C(=O)[OH]	#
[!#1][NH][CH]([CH3])[CH2][CH2][CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1][NH][CH]([CH3])[CH2][CH3]	#
[!#1][NH][CH]([CH3])[CH2]c1[cH][cH][cH][cH][cH]1	#
[!#1][NH][CH]([CH3])[CH2]c1[cH][nH]c2[cH][cH][cH][cH]c12	#
